Table with column headers in row 3,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
48,29,TX,Bexar County,307195,286949,327441,17.9,16.7,19.1,119063,108819,129307,25.6,23.4,27.8,80961,73630,88292,24.2,22,26.4,46589,45418,47760,,,,,,
48,31,TX,Blanco County,1208,911,1505,11.5,8.7,14.3,471,359,583,21.1,16.1,26.1,318,235,401,18.7,13.9,23.5,54000,49009,58991,,,,,,
48,33,TX,Borden County,74,57,91,11.8,9,14.6,21,16,26,16.4,12.5,20.3,15,11,19,15.5,11.6,19.4,51426,46137,56715,,,,,,
48,35,TX,Bosque County,3011,2450,3572,16.8,13.7,19.9,1053,828,1278,26.1,20.5,31.7,750,590,910,24.5,19.3,29.7,41361,37445,45277,,,,,,
48,37,TX,Bowie County,16531,13779,19283,19.1,15.9,22.3,6190,5019,7361,28,22.7,33.3,4103,3198,5008,25.3,19.7,30.9,43364,40385,46343,,,,,,
48,39,TX,Brazoria County,37492,32275,42709,12.1,10.4,13.8,14645,12282,17008,16.9,14.2,19.6,10568,8810,12326,17.1,14.3,19.9,62180,59398,64962,,,,,,
48,41,TX,Brazos County,53370,49601,57139,29,27,31,9508,7769,11247,24.2,19.8,28.6,6426,5184,7668,24.2,19.5,28.9,37623,34554,40692,,,,,,
48,43,TX,Brewster County,1544,1222,1866,16.6,13.1,20.1,422,322,522,23.5,17.9,29.1,283,212,354,22.3,16.7,27.9,43896,40501,47291,,,,,,
48,45,TX,Briscoe County,268,207,329,16.3,12.6,20,105,81,129,27.4,21.1,33.7,70,53,87,25.9,19.5,32.3,38372,34381,42363,,,,,,
48,47,TX,Brooks County,2528,2007,3049,35.4,28.1,42.7,969,753,1185,48.1,37.4,58.8,658,500,816,48.1,36.5,59.7,24567,22196,26938,,,,,,
48,49,TX,Brown County,7463,6128,8798,20.4,16.7,24.1,2692,2175,3209,30.7,24.8,36.6,1743,1361,2125,27.3,21.3,33.3,38466,35016,41916,,,,,,
48,51,TX,Burleson County,3117,2534,3700,18.3,14.9,21.7,1044,813,1275,26.2,20.4,32,693,527,859,23.7,18,29.4,42025,38016,46034,,,,,,
48,53,TX,Burnet County,6982,5831,8133,16.6,13.9,19.3,2604,2089,3119,26.7,21.4,32,1772,1397,2147,24.2,19.1,29.3,44636,41570,47702,,,,,,
48,55,TX,Caldwell County,7160,5953,8367,19.6,16.3,22.9,2626,2083,3169,26.8,21.2,32.4,1733,1314,2152,24.9,18.9,30.9,40721,36900,44542,,,,,,
48,57,TX,Calhoun County,3958,3159,4757,18.7,14.9,22.5,1488,1147,1829,26.9,20.7,33.1,966,724,1208,23.9,17.9,29.9,43339,40101,46577,,,,,,
48,59,TX,Callahan County,2115,1648,2582,15.8,12.3,19.3,789,608,970,25.5,19.6,31.4,542,409,675,23.3,17.6,29,43074,40024,46124,,,,,,
48,61,TX,Cameron County,138278,129133,147423,33.7,31.5,35.9,62449,57949,66949,46.7,43.3,50.1,44185,41026,47344,45.5,42.3,48.7,31902,30475,33329,,,,,,
48,63,TX,Camp County,2687,2167,3207,21.8,17.6,26,1148,929,1367,35.7,28.9,42.5,855,701,1009,36,29.5,42.5,36393,32931,39855,,,,,,
48,65,TX,Carson County,545,424,666,8.8,6.8,10.8,197,151,243,12.5,9.5,15.5,130,97,163,10.8,8.1,13.5,55250,49664,60836,,,,,,
48,67,TX,Cass County,5165,4046,6284,17.3,13.5,21.1,1783,1349,2217,26,19.7,32.3,1242,921,1563,24.2,18,30.4,36061,32907,39215,,,,,,
48,69,TX,Castro County,1644,1283,2005,20.5,16,25,789,605,973,31.1,23.9,38.3,529,397,661,29,21.8,36.2,38175,34335,42015,,,,,,
48,71,TX,Chambers County,3388,2690,4086,9.6,7.6,11.6,1365,1043,1687,13.7,10.5,16.9,914,683,1145,12.2,9.1,15.3,69378,63738,75018,,,,,,
48,73,TX,Cherokee County,10338,8617,12059,21.5,17.9,25.1,4242,3445,5039,32.2,26.1,38.3,2774,2153,3395,29.1,22.6,35.6,35119,31908,38330,,,,,,
48,75,TX,Childress County,1359,1042,1676,24.5,18.8,30.2,464,356,572,32.4,24.9,39.9,308,232,384,30.4,22.9,37.9,33780,30270,37290,,,,,,
48,77,TX,Clay County,1138,867,1409,10.7,8.1,13.3,424,322,526,17.6,13.4,21.8,284,210,358,15.6,11.6,19.6,48358,44237,52479,,,,,,
48,79,TX,Cochran County,641,489,793,21,16,26,289,219,359,33.3,25.2,41.4,194,144,244,32.1,23.9,40.3,38276,35169,41383,,,,,,
48,81,TX,Coke County,426,326,526,13.1,10,16.2,135,103,167,20.6,15.7,25.5,90,67,113,18.8,14,23.6,37441,33687,41195,,,,,,
48,83,TX,Coleman County,1989,1552,2426,22.9,17.9,27.9,721,558,884,38.6,29.9,47.3,487,368,606,36.5,27.6,45.4,31865,28680,35050,,,,,,
48,85,TX,Collin County,66217,58663,73771,8.2,7.3,9.1,22661,18990,26332,9.9,8.3,11.5,14680,12086,17274,8.7,7.2,10.2,82765,79708,85822,,,,,,
48,87,TX,Collingsworth County,657,523,791,21.7,17.3,26.1,312,249,375,36.8,29.3,44.3,210,164,256,35.1,27.5,42.7,34634,31241,38027,,,,,,
48,89,TX,Colorado County,3437,2718,4156,16.8,13.3,20.3,1251,959,1543,25.8,19.8,31.8,834,622,1046,23.6,17.6,29.6,42451,39485,45417,,,,,,
48,91,TX,Comal County,10443,8087,12799,9.4,7.3,11.5,3993,3066,4920,15.6,12,19.2,2693,2017,3369,13.9,10.4,17.4,59754,55987,63521,,,,,,
48,93,TX,Comanche County,3171,2609,3733,23.2,19.1,27.3,1154,939,1369,35.9,29.2,42.6,773,619,927,33.6,26.9,40.3,35296,31978,38614,,,,,,
48,95,TX,Concho County,726,548,904,29.2,22,36.4,181,139,223,31.3,24,38.6,122,91,153,30.2,22.4,38,35514,31876,39152,,,,,,
48,97,TX,Cooke County,5361,4215,6507,14.3,11.3,17.3,2255,1758,2752,23.8,18.6,29,1489,1143,1835,21.7,16.6,26.8,49127,45258,52996,,,,,,
48,99,TX,Coryell County,10432,8116,12748,16.1,12.5,19.7,4650,3590,5710,22.3,17.2,27.4,3148,2388,3908,21.7,16.5,26.9,47864,44536,51192,,,,,,
48,101,TX,Cottle County,312,241,383,20.9,16.1,25.7,109,83,135,32.8,25.1,40.5,73,55,91,27.2,20.3,34.1,32656,29659,35653,,,,,,
48,103,TX,Crane County,481,378,584,11.2,8.8,13.6,191,146,236,15.3,11.7,18.9,127,94,160,13.9,10.3,17.5,49831,44906,54756,,,,,,
48,105,TX,Crockett County,586,448,724,16,12.2,19.8,250,191,309,25.7,19.7,31.7,165,123,207,23.8,17.8,29.8,44331,39709,48953,,,,,,
48,107,TX,Crosby County,1672,1360,1984,27.8,22.6,33,681,538,824,39.8,31.4,48.2,458,353,563,37.8,29.1,46.5,32661,29635,35687,,,,,,
48,109,TX,Culberson County,616,484,748,26,20.4,31.6,249,191,307,38.2,29.3,47.1,161,120,202,34,25.3,42.7,31186,27913,34459,,,,,,
48,111,TX,Dallam County,956,731,1181,14,10.7,17.3,458,350,566,22.3,17,27.6,307,230,384,21.2,15.9,26.5,43454,40110,46798,,,,,,
48,113,TX,Dallas County,475446,453147,497745,20,19.1,20.9,197527,186792,208262,30,28.4,31.6,131261,123078,139444,28.3,26.5,30.1,47335,46558,48112,,,,,,
48,115,TX,Dawson County,2699,2072,3326,23.3,17.9,28.7,1059,808,1310,32.1,24.5,39.7,723,540,906,31.8,23.8,39.8,37492,34389,40595,,,,,,
48,117,TX,Deaf Smith County,4265,3474,5056,22.1,18,26.2,1899,1507,2291,30.5,24.2,36.8,1235,944,1526,28.5,21.8,35.2,36073,32744,39402,,,,,,
48,119,TX,Delta County,1112,891,1333,21.7,17.4,26,373,297,449,32.4,25.8,39,256,202,310,30,23.6,36.4,34968,31408,38528,,,,,,
48,121,TX,Denton County,63240,55983,70497,9.4,8.3,10.5,21436,17909,24963,11.6,9.7,13.5,13559,10932,16186,10,8.1,11.9,70243,67287,73199,,,,,,
48,123,TX,DeWitt County,3336,2519,4153,18.1,13.7,22.5,1258,966,1550,28.4,21.8,35,834,621,1047,26.4,19.7,33.1,38620,34769,42471,,,,,,
48,125,TX,Dickens County,494,382,606,23.8,18.4,29.2,165,126,204,35.1,26.8,43.4,111,83,139,33.3,24.8,41.8,32925,29591,36259,,,,,,
48,127,TX,Dimmit County,2681,2022,3340,26.8,20.2,33.4,1177,894,1460,40.2,30.5,49.9,829,621,1037,38.4,28.8,48,30503,27353,33653,,,,,,
48,129,TX,Donley County,679,534,824,19.9,15.7,24.1,235,184,286,31.9,25,38.8,162,125,199,31.5,24.4,38.6,34606,31087,38125,,,,,,
48,131,TX,Duval County,3000,2351,3649,27.1,21.2,33,1176,924,1428,39,30.7,47.3,794,610,978,36.4,28,44.8,31294,28055,34533,,,,,,
48,133,TX,Eastland County,3619,2865,4373,20.4,16.2,24.6,1244,949,1539,30.2,23,37.4,842,626,1058,27.8,20.7,34.9,36761,33114,40408,,,,,,
48,135,TX,Ector County,21718,17862,25574,15.8,13,18.6,8537,6666,10408,21.2,16.6,25.8,5720,4373,7067,20.6,15.7,25.5,47930,44935,50925,,,,,,
48,137,TX,Edwards County,463,355,571,23.6,18.1,29.1,152,116,188,38.1,29.1,47.1,101,75,127,34.2,25.4,43,33102,29721,36483,,,,,,
48,139,TX,Ellis County,18918,16211,21625,12.6,10.8,14.4,7596,6251,8941,17.7,14.6,20.8,5118,4117,6119,16,12.9,19.1,60931,58109,63753,,,,,,
48,141,TX,El Paso County,198017,184363,211671,24.6,22.9,26.3,82394,75174,89614,34.1,31.1,37.1,59019,53567,64471,33.7,30.6,36.8,39116,37448,40784,,,,,,
48,143,TX,Erath County,7268,6013,8523,20,16.6,23.4,2164,1752,2576,26.2,21.2,31.2,1579,1284,1874,27.1,22,32.2,38860,35926,41794,,,,,,
48,145,TX,Falls County,4172,3328,5016,26.3,21,31.6,1328,1038,1618,34.4,26.9,41.9,923,712,1134,33.2,25.6,40.8,33125,30246,36004,,,,,,
48,147,TX,Fannin County,5992,4882,7102,19.4,15.8,23,1982,1571,2393,26.8,21.2,32.4,1344,1054,1634,24.6,19.3,29.9,39985,36504,43466,,,,,,
48,149,TX,Fayette County,3559,2945,4173,14.7,12.2,17.2,1175,951,1399,22.1,17.9,26.3,759,588,930,19.3,14.9,23.7,44862,41260,48464,,,,,,
48,151,TX,Fisher County,546,417,675,14,10.7,17.3,182,139,225,21.8,16.6,27,121,90,152,19.2,14.3,24.1,38717,35040,42394,,,,,,
48,153,TX,Floyd County,1284,996,1572,20.2,15.7,24.7,584,451,717,31.9,24.6,39.2,392,296,488,29.5,22.3,36.7,35399,31856,38942,,,,,,
48,155,TX,Foard County,234,180,288,17.9,13.8,22,70,54,86,25.6,19.6,31.6,48,36,60,21.8,16.3,27.3,30488,27468,33508,,,,,,
48,157,TX,Fort Bend County,53450,45135,61765,8.9,7.5,10.3,21251,17389,25113,12.2,10,14.4,14440,11646,17234,11,8.9,13.1,82147,79167,85127,,,,,,
48,159,TX,Franklin County,1778,1385,2171,17.1,13.3,20.9,741,579,903,29,22.6,35.4,503,385,621,27.1,20.7,33.5,40936,36787,45085,,,,,,
48,161,TX,Freestone County,2801,2142,3460,15.5,11.8,19.2,976,736,1216,21.8,16.5,27.1,671,495,847,20.5,15.1,25.9,44564,40650,48478,,,,,,
48,163,TX,Frio County,4868,3733,6003,34.6,26.5,42.7,1706,1313,2099,41,31.6,50.4,1151,867,1435,38.8,29.2,48.4,31996,28914,35078,,,,,,
48,165,TX,Gaines County,3109,2421,3797,17.4,13.6,21.2,1532,1177,1887,24.5,18.8,30.2,1035,779,1291,23.5,17.7,29.3,43703,39483,47923,,,,,,
48,167,TX,Galveston County,43270,37709,48831,14.9,13,16.8,15826,13396,18256,21.5,18.2,24.8,10405,8685,12125,19.5,16.3,22.7,58106,54972,61240,,,,,,
48,169,TX,Garza County,1272,971,1573,28.6,21.9,35.3,375,287,463,30,23,37,252,189,315,28.9,21.6,36.2,39004,35014,42994,,,,,,
48,171,TX,Gillespie County,3079,2414,3744,12.5,9.8,15.2,1015,790,1240,20.5,16,25,689,525,853,18.8,14.3,23.3,51981,47994,55968,,,,,,
48,173,TX,Glasscock County,138,106,170,11,8.4,13.6,60,46,74,17.6,13.4,21.8,40,30,50,15.6,11.6,19.6,59309,53144,65474,,,,,,
48,175,TX,Goliad County,1139,894,1384,16,12.6,19.4,393,298,488,24.7,18.7,30.7,266,197,335,22,16.3,27.7,43737,39559,47915,,,,,,
48,177,TX,Gonzales County,4568,3773,5363,23.4,19.3,27.5,1995,1647,2343,37.1,30.6,43.6,1467,1215,1719,38.4,31.8,45,36408,33331,39485,,,,,,
48,179,TX,Gray County,3080,2411,3749,14.6,11.4,17.8,1092,826,1358,19.4,14.7,24.1,759,564,954,19,14.1,23.9,41488,37841,45135,,,,,,
48,181,TX,Grayson County,19611,16846,22376,16.5,14.2,18.8,6755,5508,8002,23.7,19.3,28.1,4636,3696,5576,22.3,17.8,26.8,44080,41167,46993,,,,,,
48,183,TX,Gregg County,21085,17871,24299,17.7,15,20.4,7987,6505,9469,25.9,21.1,30.7,4960,3946,5974,22.9,18.2,27.6,43356,40201,46511,,,,,,
48,185,TX,Grimes County,4570,3597,5543,19.1,15,23.2,1524,1167,1881,25.7,19.7,31.7,1033,775,1291,23.7,17.8,29.6,41981,37859,46103,,,,,,
48,187,TX,Guadalupe County,14419,11623,17215,10.8,8.7,12.9,5930,4623,7237,16.2,12.6,19.8,4045,3084,5006,14.8,11.3,18.3,57576,53432,61720,,,,,,
48,189,TX,Hale County,8677,7578,9776,25.8,22.5,29.1,3813,3302,4324,36.5,31.6,41.4,2534,2155,2913,34.3,29.2,39.4,36142,32946,39338,,,,,,
48,191,TX,Hall County,815,630,1000,24.5,18.9,30.1,349,266,432,40.5,30.9,50.1,237,176,298,36.7,27.3,46.1,30376,27637,33115,,,,,,
48,193,TX,Hamilton County,1392,1073,1711,16.9,13,20.8,505,387,623,28.5,21.9,35.1,342,255,429,26.1,19.5,32.7,37936,34161,41711,,,,,,
48,195,TX,Hansford County,753,594,912,13.7,10.8,16.6,335,263,407,20.3,16,24.6,216,165,267,17.9,13.7,22.1,50505,45838,55172,,,,,,
48,197,TX,Hardeman County,790,601,979,19,14.4,23.6,318,243,393,31.8,24.3,39.3,217,162,272,30.3,22.6,38,34294,30730,37858,,,,,,
48,199,TX,Hardin County,7132,5606,8658,13,10.2,15.8,2663,2076,3250,19,14.8,23.2,1819,1395,2243,17.8,13.7,21.9,52514,48292,56736,,,,,,
48,201,TX,Harris County,803895,774484,833306,19.4,18.7,20.1,334575,319885,349265,29.1,27.8,30.4,222499,211478,233520,27.5,26.1,28.9,50924,50274,51574,,,,,,
48,203,TX,Harrison County,10654,8416,12892,16.4,12.9,19.9,4262,3295,5229,25.2,19.5,30.9,2795,2110,3480,22.8,17.2,28.4,44427,41706,47148,,,,,,
48,205,TX,Hartley County,519,395,643,11.4,8.7,14.1,162,124,200,12.4,9.5,15.3,109,81,137,11.2,8.3,14.1,60548,54585,66511,,,,,,
48,207,TX,Haskell County,1282,976,1588,23.6,18,29.2,452,345,559,36.7,28,45.4,305,227,383,33.6,25,42.2,32493,29383,35603,,,,,,
48,209,TX,Hays County,23378,19785,26971,14.9,12.6,17.2,6829,5487,8171,17.5,14.1,20.9,4554,3593,5515,16.1,12.7,19.5,56557,52058,61056,,,,,,
48,211,TX,Hemphill County,347,267,427,8.9,6.8,11,141,108,174,12.3,9.4,15.2,93,70,116,11.5,8.6,14.4,58502,53039,63965,,,,,,
48,213,TX,Henderson County,12582,10084,15080,16.3,13.1,19.5,4683,3540,5826,26.7,20.2,33.2,3102,2265,3939,24,17.5,30.5,38191,35467,40915,,,,,,
48,215,TX,Hidalgo County,294504,276975,312033,37.3,35.1,39.5,130291,121500,139082,47.9,44.7,51.1,90310,84141,96479,46.2,43,49.4,31021,29443,32599,,,,,,
48,217,TX,Hill County,6555,5466,7644,19,15.8,22.2,2391,1898,2884,28.4,22.5,34.3,1605,1250,1960,26.3,20.5,32.1,39184,35905,42463,,,,,,
48,219,TX,Hockley County,3877,3062,4692,17.5,13.8,21.2,1546,1180,1912,25.6,19.5,31.7,1065,801,1329,24.4,18.4,30.4,42710,39006,46414,,,,,,
48,221,TX,Hood County,5803,4468,7138,11.4,8.8,14,2126,1622,2630,20.1,15.3,24.9,1458,1089,1827,18.8,14,23.6,48622,45477,51767,,,,,,
48,223,TX,Hopkins County,6611,5541,7681,18.9,15.8,22,2823,2378,3268,31.9,26.9,36.9,1954,1624,2284,30.2,25.1,35.3,40441,37773,43109,,,,,,
48,225,TX,Houston County,4948,3897,5999,24.1,19,29.2,1599,1257,1941,34.2,26.9,41.5,1120,868,1372,33.2,25.7,40.7,31892,29019,34765,,,,,,
48,227,TX,Howard County,6755,5394,8116,23.3,18.6,28,2480,2009,2951,32.3,26.2,38.4,1596,1243,1949,29.6,23,36.2,41125,37787,44463,,,,,,
48,229,TX,Hudspeth County,1046,833,1259,31.4,25,37.8,456,360,552,46.6,36.8,56.4,312,242,382,41.8,32.4,51.2,28624,25723,31525,,,,,,
48,231,TX,Hunt County,13882,11370,16394,16.4,13.4,19.4,5145,4046,6244,24.4,19.2,29.6,3522,2738,4306,22.7,17.7,27.7,47394,44277,50511,,,,,,
48,233,TX,Hutchinson County,2937,2308,3566,13.4,10.5,16.3,1144,883,1405,20.1,15.5,24.7,760,573,947,18.6,14,23.2,49038,44392,53684,,,,,,
48,235,TX,Irion County,170,131,209,10.5,8.1,12.9,62,48,76,17.2,13.2,21.2,42,32,52,14.6,11,18.2,54628,49124,60132,,,,,,
48,237,TX,Jack County,1181,899,1463,15,11.4,18.6,394,301,487,20.1,15.3,24.9,262,196,328,18,13.5,22.5,45069,40524,49614,,,,,,
48,239,TX,Jackson County,2200,1743,2657,16,12.7,19.3,805,625,985,23,17.9,28.1,512,380,644,20.8,15.4,26.2,43740,39562,47918,,,,,,
48,241,TX,Jasper County,6719,5286,8152,19.1,15,23.2,2531,1941,3121,28.4,21.8,35,1723,1288,2158,26.7,20,33.4,38260,35120,41400,,,,,,
48,243,TX,Jeff Davis County,311,237,385,14.1,10.8,17.4,98,75,121,28.2,21.6,34.8,66,49,83,24.5,18.2,30.8,48161,46201,50121,,,,,,
48,245,TX,Jefferson County,47273,41585,52961,20,17.6,22.4,17101,14516,19686,28.7,24.4,33,11086,9134,13038,26.3,21.7,30.9,41363,39296,43430,,,,,,
48,247,TX,Jim Hogg County,1309,1005,1613,25,19.2,30.8,540,414,666,35.8,27.5,44.1,360,268,452,34,25.4,42.6,32179,29305,35053,,,,,,
48,249,TX,Jim Wells County,10441,8823,12059,25.5,21.5,29.5,4464,3751,5177,38.1,32,44.2,2894,2326,3462,34.9,28.1,41.7,39120,35704,42536,,,,,,
48,251,TX,Johnson County,19581,16158,23004,13.1,10.8,15.4,8134,6627,9641,20.1,16.4,23.8,5589,4509,6669,18.8,15.2,22.4,54412,51966,56858,,,,,,
48,253,TX,Jones County,3908,2996,4820,25.8,19.8,31.8,1100,847,1353,30.5,23.5,37.5,751,568,934,28,21.2,34.8,35709,32245,39173,,,,,,
48,255,TX,Karnes County,3092,2435,3749,26.7,21,32.4,953,744,1162,32.1,25.1,39.1,630,479,781,29.3,22.3,36.3,35904,32498,39310,,,,,,
48,257,TX,Kaufman County,12858,10636,15080,12.4,10.3,14.5,5209,4093,6325,17.5,13.7,21.3,3543,2712,4374,16.1,12.3,19.9,59986,56867,63105,,,,,,
48,259,TX,Kendall County,3459,2752,4166,10.1,8,12.2,1222,957,1487,15,11.7,18.3,798,611,985,12.6,9.7,15.5,71388,64222,78554,,,,,,
48,261,TX,Kenedy County,72,55,89,16.6,12.8,20.4,30,23,37,27.3,21.1,33.5,20,15,25,24.7,18.6,30.8,34851,31270,38432,,,,,,
48,263,TX,Kent County,87,66,108,11.3,8.5,14.1,34,26,42,19.2,14.7,23.7,23,17,29,16.5,12.3,20.7,42829,39126,46532,,,,,,
48,265,TX,Kerr County,6986,5460,8512,14.6,11.4,17.8,2654,2048,3260,27.4,21.1,33.7,1716,1282,2150,24.4,18.2,30.6,45621,41853,49389,,,,,,
48,267,TX,Kimble County,917,716,1118,20,15.6,24.4,325,249,401,35.4,27.1,43.7,222,166,278,32.7,24.4,41,35867,32177,39557,,,,,,
48,269,TX,King County,28,22,34,11,8.5,13.5,6,4,8,10.3,7.6,13,4,3,5,8.7,6.4,11,51237,45890,56584,,,,,,
48,271,TX,Kinney County,756,585,927,22.9,17.7,28.1,239,185,293,32.7,25.4,40,166,127,205,30.6,23.4,37.8,37917,34018,41816,,,,,,
48,273,TX,Kleberg County,8327,6946,9708,27.5,22.9,32.1,2735,2164,3306,34.9,27.6,42.2,1787,1362,2212,33.8,25.8,41.8,36198,32808,39588,,,,,,
48,275,TX,Knox County,842,677,1007,23.1,18.6,27.6,321,253,389,34.6,27.3,41.9,205,154,256,32.3,24.3,40.3,33395,30018,36772,,,,,,
48,277,TX,Lamar County,9862,8303,11421,20,16.8,23.2,3609,2939,4279,30.3,24.7,35.9,2477,1953,3001,28.6,22.6,34.6,38685,35349,42021,,,,,,
48,279,TX,Lamb County,3413,2821,4005,24.5,20.3,28.7,1512,1231,1793,36.2,29.5,42.9,978,772,1184,32.8,25.9,39.7,34524,31609,37439,,,,,,
48,281,TX,Lampasas County,3376,2768,3984,17.2,14.1,20.3,1316,1036,1596,27.7,21.8,33.6,851,649,1053,24,18.3,29.7,47135,43114,51156,,,,,,
48,283,TX,La Salle County,1958,1508,2408,36.3,28,44.6,630,487,773,42.2,32.6,51.8,425,322,528,41.3,31.3,51.3,29938,26818,33058,,,,,,
48,285,TX,Lavaca County,2407,1862,2952,12.7,9.8,15.6,837,634,1040,19,14.4,23.6,551,409,693,17.3,12.8,21.8,44186,40657,47715,,,,,,
48,287,TX,Lee County,2255,1748,2762,14,10.9,17.1,838,643,1033,20.7,15.9,25.5,538,399,677,18,13.4,22.6,44411,40818,48004,,,,,,
48,289,TX,Leon County,2954,2400,3508,17.6,14.3,20.9,1068,868,1268,28.3,23,33.6,726,578,874,26.8,21.3,32.3,43545,39768,47322,,,,,,
48,291,TX,Liberty County,13640,11134,16146,19.3,15.8,22.8,5069,4114,6024,26.5,21.5,31.5,3407,2600,4214,24.8,18.9,30.7,45712,41663,49761,,,,,,
48,293,TX,Limestone County,4944,4030,5858,22.4,18.3,26.5,1854,1501,2207,33.5,27.1,39.9,1284,1036,1532,32.7,26.4,39,36887,33623,40151,,,,,,
48,295,TX,Lipscomb County,420,328,512,12.8,10,15.6,166,127,205,18.3,14,22.6,111,83,139,17,12.7,21.3,52256,49047,55465,,,,,,
48,297,TX,Live Oak County,2079,1633,2525,20.2,15.9,24.5,632,494,770,28.2,22,34.4,429,330,528,25.3,19.5,31.1,41601,37479,45723,,,,,,
48,299,TX,Llano County,2954,2306,3602,15.6,12.2,19,847,652,1042,28.9,22.2,35.6,584,440,728,27.4,20.7,34.1,42282,38598,45966,,,,,,
48,301,TX,Loving County,16,12,20,17,13,21,5,4,6,41.7,32.7,50.7,3,2,4,42.9,31.6,54.2,46204,41238,51170,,,,,,
48,303,TX,Lubbock County,55655,49952,61358,20.4,18.3,22.5,17769,14917,20621,26.3,22.1,30.5,11174,8967,13381,23.8,19.1,28.5,42978,40956,45000,,,,,,
48,305,TX,Lynn County,1144,889,1399,19.6,15.2,24,480,369,591,30.3,23.3,37.3,325,246,404,28.7,21.7,35.7,36530,32766,40294,,,,,,
48,307,TX,McCulloch County,1842,1405,2279,22.7,17.3,28.1,742,566,918,37.4,28.5,46.3,493,367,619,34.3,25.5,43.1,35775,32767,38783,,,,,,
48,309,TX,McLennan County,54383,50021,58745,23.7,21.8,25.6,19795,17959,21631,33.9,30.8,37,13164,11686,14642,31.5,28,35,40563,38591,42535,,,,,,
48,311,TX,McMullen County,71,55,87,10.4,8,12.8,20,15,25,18.2,13.7,22.7,13,10,16,14.9,10.9,18.9,46528,41636,51420,,,,,,
48,313,TX,Madison County,2665,2097,3233,23.7,18.6,28.8,910,713,1107,31,24.3,37.7,611,467,755,28.5,21.8,35.2,35218,31920,38516,,,,,,
48,315,TX,Marion County,2282,1831,2733,22.1,17.7,26.5,653,511,795,33.3,26,40.6,432,327,537,30,22.7,37.3,31922,28890,34954,,,,,,
48,317,TX,Martin County,800,619,981,16.4,12.7,20.1,379,292,466,25.6,19.7,31.5,256,193,319,24.5,18.5,30.5,46680,42011,51349,,,,,,
48,319,TX,Mason County,598,452,744,15,11.3,18.7,243,186,300,30.1,23,37.2,165,123,207,26.6,19.8,33.4,39080,35180,42980,,,,,,
48,321,TX,Matagorda County,7392,5951,8833,20.4,16.4,24.4,2787,2187,3387,29.5,23.2,35.8,1774,1325,2223,25.9,19.3,32.5,40778,36802,44754,,,,,,
48,323,TX,Maverick County,16945,14506,19384,31.2,26.7,35.7,7801,6555,9047,42.8,36,49.6,5129,4106,6152,38.1,30.5,45.7,28502,26044,30960,,,,,,
48,325,TX,Medina County,7754,6190,9318,17.6,14,21.2,2975,2347,3603,25.8,20.3,31.3,2040,1573,2507,23.4,18,28.8,47191,43093,51289,,,,,,
48,327,TX,Menard County,520,400,640,23.4,18,28.8,167,128,206,39.4,30.2,48.6,114,85,143,37.5,28.1,46.9,30349,27296,33402,,,,,,
48,329,TX,Midland County,17779,14551,21007,12.8,10.5,15.1,7143,5570,8716,18.8,14.7,22.9,4897,3732,6062,18.4,14,22.8,54996,51934,58058,,,,,,
48,331,TX,Milam County,4832,3886,5778,20,16.1,23.9,2018,1606,2430,31.8,25.3,38.3,1388,1086,1690,30,23.5,36.5,38244,34448,42040,,,,,,
48,333,TX,Mills County,837,648,1026,17.9,13.9,21.9,306,234,378,29,22.2,35.8,204,152,256,26.5,19.8,33.2,39185,35464,42906,,,,,,
48,335,TX,Mitchell County,1620,1250,1990,23.1,17.8,28.4,504,387,621,27.9,21.5,34.3,338,253,423,26,19.4,32.6,36724,33008,40440,,,,,,
48,337,TX,Montague County,3021,2362,3680,15.6,12.2,19,1117,863,1371,25,19.3,30.7,729,546,912,22.7,17,28.4,44768,40839,48697,,,,,,
48,339,TX,Montgomery County,64169,57412,70926,13.7,12.3,15.1,25492,22127,28857,20,17.4,22.6,17076,14649,19503,18.2,15.6,20.8,61996,59405,64587,,,,,,
48,341,TX,Moore County,3450,2826,4074,15.9,13,18.8,1678,1352,2004,24.1,19.4,28.8,1120,880,1360,22.7,17.8,27.6,45795,41960,49630,,,,,,
48,343,TX,Morris County,2634,2127,3141,20.7,16.7,24.7,898,702,1094,30.7,24,37.4,618,478,758,29.5,22.8,36.2,35972,32428,39516,,,,,,
48,345,TX,Motley County,216,167,265,17.6,13.6,21.6,68,52,84,27.2,20.9,33.5,45,34,56,22.8,17,28.6,34852,31421,38283,,,,,,
48,347,TX,Nacogdoches County,14596,12426,16766,24.2,20.6,27.8,4898,4095,5701,32.6,27.3,37.9,3223,2605,3841,30.7,24.8,36.6,38046,35557,40535,,,,,,
48,349,TX,Navarro County,9315,7659,10971,19.7,16.2,23.2,3663,2878,4448,28.8,22.6,35,2460,1892,3028,26.8,20.6,33,38057,35268,40846,,,,,,
